phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,46,-1,0.9172,162.53474086071563,76.04166666666666,0,0,0,0,1664.8999999999999,23.47926199261993,1688.3792619926198,248.0,-166.49,81.50999999999999,57,45,62,63,61
train,0.1,47,-1,0.9154,117.39444089897822,56.25,86,6,0,0,1722.3,23.47926199261993,1745.77926199262,-1776.0,-172.23000000000002,-1948.23,50,59,54,54,71
train,0.1,48,-1,0.9136,93.253441981938,64.23611111111111,60,7,0,0,1500.1000000000001,23.47926199261993,1523.57926199262,-1938.0,-150.01,-2088.01,63,64,58,50,53
train,0.1,49,-1,0.9117999999999999,326.3667427507822,2.7777777777777777,0,0,219,2,1724.1,23.47926199261993,1747.5792619926199,-2239.0,-172.41000000000003,-2411.41,51,55,54,59,69
eval,0.1,49,0,0.0,329.55009315088546,6.944444444444445,0,0,250,2,3587.5,23.47926199261993,3610.9792619926197,-2494.0,-358.75,-2852.75,1,0,0,0,287
eval,0.1,49,1,0.0,293.363907678995,2.7777777777777777,0,0,176,7,3572.9,23.47926199261993,3596.37926199262,-1842.0,-357.28999999999996,-2199.29,1,1,0,1,285
eval,0.1,49,2,0.0,78.26897285211034,36.11111111111111,93,13,0,0,964.3000000000001,23.47926199261993,987.77926199262,-2697.0,-96.42999999999998,-2793.4300000000003,1,249,27,0,11
eval,0.1,49,3,0.0,94.12930917923183,70.13888888888889,57,7,0,0,876.4000000000001,23.47926199261993,899.8792619926201,-1929.0,-87.63999999999999,-2016.64,2,265,16,1,4
eval,0.1,49,4,0.0,186.41706708248876,46.18055555555556,0,0,0,0,1999.4999999999998,23.47926199261993,2022.9792619926197,184.0,-199.95,-15.950000000000017,12,146,0,7,123
train,0.1,50,-1,0.91,131.4657724415796,60.06944444444444,38,4,0,0,1603.1999999999998,23.47926199261993,1626.6792619926198,-1080.0,-160.32,-1240.32,59,56,58,55,60
train,0.1,51,-1,0.9082,233.5146934014721,25.34722222222222,0,0,48,2,1512.1,23.47926199261993,1535.5792619926199,-784.0,-151.20999999999998,-935.21,68,53,59,55,53
train,0.1,52,-1,0.9064,176.49039062318766,57.291666666666664,0,0,0,0,1497.3,23.47926199261993,1520.77926199262,190.0,-149.73,40.27000000000001,65,62,57,51,53
train,0.1,53,-1,0.9046,221.78147786748454,3.4722222222222223,0,0,4,4,1535.4,23.47926199261993,1558.87926199262,-158.0,-153.54,-311.54,71,52,53,54,58
train,0.1,54,-1,0.9028,116.70616321923019,65.625,68,2,0,0,1573.3,23.47926199261993,1596.77926199262,-1438.0,-157.32999999999998,-1595.33,62,55,57,57,57
train,0.1,55,-1,0.901,200.79258405494883,22.916666666666664,0,0,0,0,1516.6,23.47926199261993,1540.0792619926199,18.0,-151.66,-133.66,59,58,61,64,46
train,0.1,56,-1,0.8992,121.56401307168451,76.73611111111111,49,3,0,0,1459.7999999999997,23.47926199261993,1483.2792619926197,-1071.0,-145.98,-1216.98,72,58,53,55,50
train,0.1,57,-1,0.8974,112.87040624372601,85.06944444444444,24,4,0,0,1477.7,23.47926199261993,1501.17926199262,-960.0,-147.77,-1107.77,57,70,58,58,45
train,0.1,58,-1,0.8956,150.2680029859635,91.31944444444444,0,0,0,0,1547.6,23.47926199261993,1571.0792619926199,156.0,-154.76,1.240000000000002,53,66,63,54,52
train,0.1,59,-1,0.8938,182.40134164645627,47.22222222222222,0,0,0,0,1539.3,23.47926199261993,1562.77926199262,156.0,-153.93,2.069999999999993,69,51,57,54,57
train,0.1,60,-1,0.892,128.44692544152525,79.86111111111111,7,1,0,0,1639.1,23.47926199261993,1662.5792619926199,-581.0,-163.91,-744.91,58,45,58,72,55
train,0.1,61,-1,0.8902,85.62737013075854,56.94444444444444,103,8,0,0,1726.3,23.47926199261993,1749.77926199262,-2583.0,-172.63,-2755.63,54,53,52,58,71
train,0.1,62,-1,0.8884,144.05457245068783,37.15277777777778,46,3,0,0,1484.2999999999997,23.47926199261993,1507.7792619926197,-1318.0,-148.43,-1466.43,73,43,62,63,47
train,0.1,63,-1,0.8866,113.8600455035037,55.90277777777778,86,6,0,0,1533.3999999999999,23.47926199261993,1556.8792619926198,-1800.0,-153.33999999999997,-1953.3400000000001,60,64,63,43,58
train,0.1,64,-1,0.8848,315.3682115782463,1.7361111111111112,0,0,196,4,1698.1999999999998,23.47926199261993,1721.6792619926198,-2032.0,-169.82,-2201.82,56,57,41,68,66
train,0.1,65,-1,0.883,199.42234658523822,48.95833333333333,0,0,5,3,1421.2999999999997,23.47926199261993,1444.7792619926197,-43.0,-142.13,-185.13,69,61,54,63,41
train,0.1,66,-1,0.8812,176.40094444677175,57.638888888888886,0,0,0,0,1561.3999999999999,23.47926199261993,1584.8792619926198,66.0,-156.14,-90.14000000000001,57,53,66,62,50
train,0.1,67,-1,0.8794,194.94615940213154,36.80555555555556,0,0,0,0,1401.1999999999998,23.47926199261993,1424.6792619926198,84.0,-140.12,-56.11999999999999,76,56,49,67,40
train,0.1,68,-1,0.8775999999999999,89.8337838577442,51.041666666666664,110,1,0,0,1487.3000000000002,23.47926199261993,1510.7792619926201,-2622.0,-148.73,-2770.73,59,66,56,62,45
train,0.1,69,-1,0.8758,122.70982974319061,89.58333333333334,5,2,0,0,1668.8000000000002,23.47926199261993,1692.2792619926201,-609.0,-166.88,-775.8800000000001,46,60,56,70,56
train,0.1,70,-1,0.874,182.73828088643154,57.291666666666664,0,0,0,0,1551.5,23.47926199261993,1574.97926199262,134.0,-155.14999999999998,-21.150000000000006,54,62,64,57,51
train,0.1,71,-1,0.8722,133.65789663153862,59.72222222222222,24,6,0,0,1533.1999999999998,23.47926199261993,1556.6792619926198,-890.0,-153.32,-1043.3200000000002,66,42,67,65,48
train,0.1,72,-1,0.8704000000000001,162.44594011043077,70.48611111111111,0,0,0,0,1662.4,23.47926199261993,1685.87926199262,-84.0,-166.24,-250.24,51,47,60,78,52
train,0.1,73,-1,0.8686,181.41435429243418,40.97222222222222,0,0,0,0,1478.6999999999998,23.47926199261993,1502.1792619926198,78.0,-147.87,-69.87,58,65,67,51,47
train,0.1,74,-1,0.8668,139.60679082402217,83.68055555555556,4,3,0,0,1601.5,23.47926199261993,1624.97926199262,-66.0,-160.14999999999998,-226.15,66,53,50,56,63
train,0.1,75,-1,0.865,198.42292717970727,27.430555555555557,0,0,0,0,1430.8999999999999,23.47926199261993,1454.3792619926198,32.0,-143.08999999999997,-111.09,76,52,61,50,49
train,0.1,76,-1,0.8632,224.51773611426972,11.11111111111111,0,0,1,1,1381.1,23.47926199261993,1404.5792619926199,-99.0,-138.10999999999999,-237.11,91,50,52,40,55
train,0.1,77,-1,0.8613999999999999,145.13340228423655,53.47222222222222,26,3,0,0,1590.6999999999998,23.47926199261993,1614.1792619926198,-772.0,-159.07,-931.0700000000002,66,57,54,44,67
